iter	Passed	Remaining
447	1120	1380
448	1123	1379
449	1126	1376
450	1128	1373
451	1130	1370
452	1131	1366
453	1133	1363
454	1135	1359
455	1138	1358
456	1141	1356
457	1144	1354
458	1146	1351
459	1148	1347
460	1149	1344
461	1153	1342
462	1155	1340
463	1158	1337
464	1160	1334
465	1162	1332
466	1164	1329
467	1166	1326
468	1169	1323
469	1171	1321
470	1174	1318
471	1176	1315
472	1178	1313
473	1180	1310
474	1183	1307
475	1185	1304
476	1187	1301
477	1188	1298
478	1191	1295
479	1194	1293
480	1196	1291
481	1199	1288
482	1201	1286
483	1204	1283
484	1206	1280
485	1208	1278
486	1210	1275
487	1213	1272
488	1215	1270
489	1218	1267
490	1220	1265
491	1222	1262
492	1224	1259
493	1227	1257
494	1229	1254
495	1231	1251
496	1233	1248
497	1235	1245
498	1237	1241
499	1238	1238
500	1242	1237
501	1244	1234
502	1247	1232
503	1249	1229
504	1251	1226
505	1253	1223
506	1255	1221
507	1258	1218
508	1262	1217
509	1264	1214
510	1266	1211
511	1268	1208
512	1270	1206
513	1272	1202
514	1274	1200
515	1276	1197
516	1278	1194
517	1280	1191
518	1282	1188
519	1283	1185
520	1286	1182
521	1289	1180
522	1290	1177
523	1292	1174
524	1294	1171
525	1296	1168
526	1298	1165
527	1301	1163
528	1303	1160
529	1306	1158
530	1308	1155
531	1309	1152
532	1311	1149
533	1313	1146
534	1316	1143
535	1318	1141
536	1320	1138
537	1322	1135
538	1324	1132
539	1326	1129
540	1328	1126
541	1329	1123
542	1332	1121
543	1334	1118
544	1335	1115
545	1337	1112
546	1339	1109
547	1341	1106
548	1343	1103
549	1346	1101
550	1349	1099
551	1351	1096
552	1353	1094
553	1355	1091
554	1357	1088
555	1360	1086
556	1362	1083
557	1365	1081
558	1366	1078
559	1368	1075
560	1370	1072
561	1372	1069
562	1374	1066
563	1376	1064
564	1378	1061
565	1380	1058
566	1382	1055
567	1384	1052
568	1386	1050
569	1388	1047
570	1391	1045
571	1393	1042
572	1395	1039
573	1397	1036
574	1398	1034
575	1401	1031
576	1403	1028
577	1404	1025
578	1407	1023
579	1409	1020
580	1410	1017
581	1412	1014
582	1414	1011
583	1416	1008
584	1418	1005
585	1419	1002
586	1421	1000
587	1423	997
588	1425	994
589	1428	992
590	1431	990
591	1432	987
592	1434	984
593	1436	982
594	1438	979
595	1440	976
596	1442	973
597	1443	970
598	1445	967
599	1447	964
600	1448	961
601	1450	958
602	1452	956
603	1454	953
604	1456	950
605	1458	948
606	1459	945
607	1461	942
608	1463	939
609	1465	936
610	1467	934
611	1469	931
612	1472	929
613	1474	927
614	1476	924
615	1482	924
616	1484	921
617	1486	918
618	1488	916
619	1490	913
620	1491	910
621	1493	907
622	1495	904
623	1497	902
624	1499	899
625	1501	896
626	1502	894
627	1504	891
628	1506	888
629	1508	885
630	1509	882
631	1511	880
632	1513	877
633	1515	874
634	1516	871
635	1518	869
636	1520	866
637	1522	863
638	1524	861
639	1526	858
640	1528	856
641	1531	853
642	1532	851
643	1534	848
644	1536	845
645	1538	843
646	1540	840
647	1542	837
648	1543	835
649	1545	832
650	1547	829
651	1549	826
652	1550	824
653	1552	821
654	1554	818
655	1556	816
656	1558	813
657	1560	811
658	1562	808
659	1563	805
660	1565	802
661	1567	800
662	1569	797
663	1571	795
664	1574	793
665	1576	790
666	1577	787
667	1579	785
668	1581	782
669	1582	779
670	1584	777
671	1586	774
672	1588	771
673	1590	769
674	1592	766
675	1593	763
676	1595	761
677	1597	758
678	1599	756
679	1601	753
680	1604	751
681	1606	748
682	1607	746
683	1609	743
684	1611	740
685	1612	738
686	1614	735
687	1616	733
688	1618	730
689	1619	727
690	1621	725
691	1622	722
692	1625	719
693	1626	717
694	1628	714
695	1630	712
696	1632	709
697	1634	707
698	1636	704
699	1638	702
700	1640	699
701	1642	697
702	1643	694
703	1645	691
704	1647	689
705	1650	687
706	1652	684
707	1654	682
708	1655	679
709	1657	677
710	1659	674
711	1661	671
712	1663	669
713	1665	667
714	1667	664
715	1669	662
716	1670	659
717	1673	657
718	1675	654
719	1677	652
720	1679	649
721	1681	647
722	1684	645
723	1685	642
724	1687	640
725	1688	637
726	1690	634
727	1692	632
728	1694	630
729	1696	627
730	1698	625
731	1700	622
732	1701	619
733	1703	617
734	1705	614
735	1707	612
736	1709	610
737	1711	607
738	1713	605
739	1715	602
740	1716	600
741	1718	597
742	1720	594
743	1722	592
744	1724	590
745	1726	587
746	1728	585
747	1729	582
748	1731	580
749	1733	577
750	1735	575
751	1737	572
752	1739	570
753	1740	567
754	1742	565
755	1744	562
756	1745	560
757	1748	558
758	1750	555
759	1752	553
760	1754	550
761	1756	548
762	1757	545
763	1759	543
764	1761	540
765	1762	538
766	1764	536
767	1766	533
768	1768	531
769	1770	528
770	1772	526
771	1773	523
772	1775	521
773	1777	518
774	1778	516
775	1780	514
776	1783	511
777	1785	509
778	1786	506
779	1789	504
780	1791	502
781	1792	499
782	1795	497
783	1797	495
784	1799	492
785	1800	490
786	1802	487
787	1803	485
788	1805	482
789	1807	480
790	1809	477
791	1811	475
792	1812	473
793	1814	470
794	1816	468
795	1818	466
796	1820	463
797	1821	461
798	1823	458
799	1825	456
800	1828	454
801	1830	451
802	1832	449
803	1834	447
804	1836	444
805	1837	442
806	1839	439
807	1841	437
808	1843	435
809	1845	432
810	1847	430
811	1848	428
812	1850	425
813	1852	423
814	1853	420
815	1856	418
816	1858	416
817	1860	413
818	1862	411
819	1864	409
820	1865	406
821	1867	404
822	1869	402
823	1872	399
824	1874	397
825	1876	395
826	1878	393
827	1880	390
828	1882	388
829	1884	385
830	1887	383
831	1888	381
832	1891	379
833	1892	376
834	1894	374
835	1896	372
836	1898	369
837	1901	367
838	1903	365
839	1905	363
840	1907	360
841	1909	358
842	1911	356
843	1913	353
844	1915	351
845	1917	349
846	1919	346
847	1921	344
848	1923	342
849	1925	339
850	1927	337
851	1929	335
852	1931	332
853	1935	330
854	1937	328
855	1940	326
856	1942	324
857	1945	321
858	1947	319
859	1949	317
860	1951	315
861	1953	312
862	1955	310
863	1957	308
864	1960	305
865	1962	303
866	1964	301
867	1967	299
868	1969	296
869	1971	294
870	1975	292
871	1977	290
872	1980	288
873	1982	285
874	1984	283
875	1985	281
876	1987	278
877	1990	276
878	1992	274
879	1994	271
880	1996	269
881	1998	267
882	2000	265
883	2002	262
884	2005	260
885	2008	258
886	2010	256
887	2012	253
888	2014	251
889	2015	249
890	2017	246
891	2021	244
892	2023	242
893	2025	240
894	2027	237
895	2030	235
896	2031	233
897	2034	231
898	2037	228
899	2039	226
900	2040	224
901	2043	221
902	2045	219
903	2047	217
904	2048	215
905	2051	212
906	2053	210
907	2055	208
908	2057	205
909	2059	203
910	2060	201
911	2062	199
912	2064	196
913	2066	194
914	2068	192
915	2070	189
916	2072	187
917	2074	185
918	2076	182
919	2077	180
920	2080	178
921	2082	176
922	2084	173
923	2086	171
924	2089	169
925	2092	167
926	2094	164
927	2096	162
928	2098	160
929	2100	158
930	2102	155
931	2105	153
932	2107	151
933	2109	149
934	2111	146
935	2113	144
936	2115	142
937	2117	139
938	2119	137
939	2122	135
940	2124	133
941	2126	130
942	2129	128
943	2131	126
944	2133	124
945	2136	121
946	2138	119
947	2140	117
948	2142	115
949	2144	112
950	2146	110
951	2148	108
952	2151	106
953	2153	103
954	2155	101
955	2157	99
956	2159	97
957	2161	94
958	2163	92
959	2165	90
960	2167	87
961	2169	85
962	2171	83
963	2173	81
964	2175	78
965	2177	76
966	2179	74
967	2182	72
968	2184	69
969	2186	67
970	2189	65
971	2191	63
972	2192	60
973	2195	58
974	2197	56
975	2199	54
976	2201	51
977	2202	49
978	2205	47
979	2207	45
980	2209	42
981	2211	40
982	2213	38
983	2215	36
984	2217	33
985	2219	31
986	2220	29
987	2222	26
988	2224	24
989	2226	22
990	2228	20
991	2230	17
992	2231	15
993	2233	13
994	2235	11
995	2236	8
996	2238	6
997	2240	4
998	2242	2
999	2243	0
